"block_group_id","lat","long","tree_count","address_clean"
"510131030003",38.8277174,-77.0878719,1,"3636 36th St S, Arlington County, Virginia, 22206"
"510131030003",38.8281689,-77.0882389,1,"4118 36th St S, Arlington County, Virginia, 22206"
"510131030003",38.828301,-77.088552,2,"4144 36th St S, Arlington County, Virginia, 22206"
"510131030003",38.8288328,-77.0875223,1,"4207 S. Stafford ST, Arlington County, Virginia, 22206"
"510131030003",38.8290008,-77.0866204,1,"3575 S Stafford St, Arlington County, Virginia,"
"510131030003",38.8292929,-77.0895619,3,"3613 S. Taylor St, Arlington County, Virginia,"
"510131030003",38.8293988,-77.0877089,1,"3592 S Stafford St, Arlington County, Virginia,"
"510131030001",38.8294734,-77.090223,3,"3622 S Taylor St, Arlington County, Virginia,"
"510131030003",38.8299778,-77.088736,1,"4313 36th St S, Arlington County, Virginia, 22206"
"510131030001",38.8301012,-77.0906734,2,"4428 36th St S, Arlington County, Virginia, 22206"
"510131030003",38.8302458,-77.0888504,1,"4323 36th St S, Arlington County, Virginia,  22206"
"510131030003",38.8302991,-77.0891947,1,"4333 36th St S, Arlington County, Virginia, 22206"
"510131030003",38.8304043,-77.0880263,1,"4254 35th St S, Arlington County, Virginia, 22206"
"510131030001",38.8304189,-77.0912264,1,"4446 36th St S, Arlington County, Virginia, 22206"
"510131030003",38.830439,-77.0881811,1,"4256 35th St S, Arlington County, Virginia, 22206"
"510131030003",38.8304845,-77.0884155,1,"4262 35th St S, Arlington County, Virginia, 22206"
"510131030001",38.8306613,-77.0917405,1,"4510 36th St S, Arlington County, Virginia, 22206"
"510131030003",38.8308717,-77.088373,1,"4274 35th St S, Arlington County, Virginia, 22206"
"510131030003",38.8308895,-77.0871817,1,"4216 35th St S, Arlington County, Virginia, 22206"
"510131030001",38.8310949,-77.090003,1,"4411 36th St S, Arlington County, Virginia, 22206"
NA,38.8311633,-77.0927477,1,"4427 S. Wakefield St, Arlington County, Virginia,"
"510131030001",38.8311728,-77.0904086,1,"4419 36th St S, Arlington County, Virginia, 22206"
"510131030001",38.8314575,-77.0905017,1,"4429 36th St S, Arlington County, Virginia, 22206"
"510131030001",38.831461,-77.0927778,1,"3616 S. Wakefield Street, Arlington County, Virginia, 22206"
"510131030003",38.8314721,-77.0856308,1,"3465A South Stafford Street, Arlington County, Virginia, 22206"
"510131030001",38.8315166,-77.0904685,1,"4431 36th St S, Arlington County, Virginia, 22206"
"510131030001",38.831609,-77.0900189,2,"3528 S. Utah St., Arlington County, Virginia, 22206"
"510131030001",38.8317267,-77.0899639,2,"3522 S. Utah St., Arlington County, Virginia,"
"510131030001",38.8317513,-77.0909755,1,"4447 36th St S, Arlington County, Virginia, 22206"
"510131030001",38.8317809,-77.0918239,1,"4517 36th St S, Arlington County, Virginia,  22206"
"510131030001",38.831853,-77.0898851,1,"3516 S. Utah St., Arlington County, Virginia, 22206"
"510131030001",38.8320159,-77.0917185,1,"3535 S. Wakefield St., Arlington County, Virginia, 22206"
"510131030001",38.832138,-77.0911658,1,"3521 Wakefield Street South, Arlington County, Virginia, 22206"
"510131030001",38.8322368,-77.0900922,1,"3474 S Utah St, Arlington County, Virginia, 22206"
"510131030001",38.8323671,-77.0912727,1,"3531 S Wakefield St, Arlington County, Virginia,  22206"
"510131030001",38.8324718,-77.0904672,1,"3472 S. Utah St, Arlington County, Virginia,"
"510131030001",38.83269159,-77.0903528,1,"3470 S. Utah St., Arlington County, Virginia,"
"510131030001",38.8327768,-77.0897986,1,"3452 S Utah St, Arlington County, Virginia, 22206"
"510131030001",38.8327967,-77.0898557,1,"3454 S. Utah St, Arlington County, Virginia,"
"510131030001",38.8328005,-77.0891761,1,"3436a S. Utah St, Arlington County, Virginia,"
"510131030001",38.8328494,-77.0899973,2,"3458 S. Utah St., Arlington County, Virginia, 22206"
"510131030001",38.8328716,-77.0907423,1,"3479 S. Wakefield St., Arlington County, Virginia,"
"510131030001",38.833147,-77.0894874,1,"3428 S. Utah St., Arlington County, Virginia, 22206"
"510131030001",38.833262,-77.0906195,1,"3425 S Wakefield St, Arlington County, Virginia,  22206"
"510131030001",38.8333546,-77.0905951,1,"3429-3431 S. Wakefield St., Arlington County, Virginia, 22206"
"510131030001",38.8336026,-77.0907409,1,"3441 S. Wakefield St, Arlington County, Virginia,"
"510131030001",38.8336457,-77.0894491,1,"4418 34th St S, Arlington County, Virginia, 22206"
"510131030001",38.8336828,-77.089613,1,"4422 34th St S, Arlington County, Virginia, 22206"
"510131030001",38.8336998,-77.0896746,1,"4424 34th St S, Arlington County, Virginia, 22206"
"510131030001",38.833716,-77.0951772,1,"4686 36th St S, Arlington County, Virginia, 22206"
"510131030001",38.8337381,-77.090959,1,"3445 S. Wakefield St, Arlington County, Virginia,"
"510131030001",38.8337891,-77.0901874,1,"4508 34th St S, Arlington County, Virginia, 22206"
"510131030001",38.8337945,-77.0923354,1,"3428 South Wakefield St, Arlington County, Virginia, 22206"
"510131030002",38.8340074,-77.0885571,1,"34551 South Utah Street, Arlington County, Virginia, 22206"
"510131030002",38.8341904,-77.0887775,4,"3364 S Utah St, Arlington County, Virginia, 22206"
"510131030002",38.8342041,-77.0894739,1,"4415 34th St S, Arlington County, Virginia, 22206"
"510131030002",38.83429943,-77.08877621,1,"3360 S Utah St, Arlington County, Virginia, 22206"
"510131030002",38.8343715,-77.0898545,2,"4501 34th St S, Arlington County, Virginia, 22206"
"510131030002",38.8343826,-77.0899446,1,"4503 34th St S, Arlington County, Virginia, 22206"
"510131030002",38.8344537,-77.0904009,2,"4519 34th St S, Arlington County, Virginia, 22206"
"510131030002",38.8344816,-77.0914428,1,"3372B Wakefield St., Arlington County, Virginia,"
"510131030002",38.8345177,-77.0921984,1,"4637 34th St. S., Arlington County, Virginia, 22206"
"510131030003",38.8345835,-77.0860022,1,"4104 South 33rd Street, Arlington County, Virginia, 22206"
"510131030002",38.8347098,-77.0921697,2,"4629 34th St S, Arlington County, Virginia, 22206"
"510131030002",38.834752,-77.0918651,1,"4621 34th St S, Arlington County, Virginia, 22206"
"510131030002",38.8347637,-77.0920482,1,"4627 34th St S, Arlington County, Virginia, 22206"
"510131030002",38.8347703,-77.0901506,2,"3359 S. Wakefield St., Arlington County, Virginia,"
"510131030002",38.8347817,-77.0899238,1,"3357 S Wakefield St, Arlington County, Virginia,  22206"
"510131030002",38.8347867,-77.0913968,1,"3360 S Wakefield Street, Arlington County, Virginia, 22206"
"510131030002",38.8347977,-77.0898314,2,"3355 A S.Wakefield St., Arlington County, Virginia,"
"510131030002",38.8349066,-77.0924622,2,"4657 34th St. S., Arlington County, Virginia, 22206"
"510131030002",38.8351163,-77.0858103,1,"4107 33rd St S, Arlington County, Virginia, 22206"
"510131030002",38.8351242,-77.0901941,5,"3367 S. Wakefield St., Arlington County, Virginia, 22206"
"510131030002",38.83512473,-77.09019731,1,"3367 S Wakefield St, Arlington County, Virginia, 22206"
"510131030002",38.8352664,-77.0912676,1,"3348 A S. Wakefield St., Arlington County, Virginia, 22206"
"510131030002",38.8353626,-77.0854144,1,"3281 S. Stafford St., Arlington County, Virginia,"
"510131030002",38.8354197,-77.0854114,2,"3263 S. Stafford St., Arlington County, Virginia,"
"510131030002",38.8354202,-77.0888739,2,"3323 S Wakefield St, Arlington County, Virginia, 22206"
"510131030002",38.8355981,-77.0856709,25,"3271 S. Stafford St, Arlington County, Virginia, 22206"
"510131030002",38.8356208,-77.0911319,2,"3330 S Wakefield St, Arlington County, Virginia, 22206"
"510131030002",38.8357077,-77.0889848,2,"3321 S Wakefield St, Arlington County, Virginia, 22206"
"510131030002",38.8357627,-77.0909576,2,"3326 S Wakefield St, Arlington County, Virginia, 22206"
"510131030002",38.8358343,-77.0894839,1,"3307 S Wakefield St, Arlington County, Virginia, 22206"
"510131030002",38.83588432,-77.08665361,1,"4218 S. 32nd St., Arlington County, Virginia,"
"510131030002",38.8358959,-77.0865489,1,"4206 32nd Road S, Arlington County, Virginia,"
"510131030002",38.8359069,-77.0902057,1,"3301 S Wakefield St., Arlington County, Virginia, 22206"
"510131029013",38.8360502,-77.0991859,1,"3014 S. COLUMBUS St., Arlington County, Virginia, 22206"
"510131030002",38.8361133,-77.0876108,1,"4301 32nd Rd. S, Arlington County, Virginia,"
"510131030002",38.8361206,-77.0870422,1,"4247 32nd Road S, Arlington County, Virginia, 22206"
"510131029013",38.8361528,-77.099505,2,"3010 S. COLUMBUS St., Arlington County, Virginia, 22206"
"510131030002",38.8361761,-77.0864634,1,"4207 S. 32nd Road.S, Arlington County, Virginia,"
"510131029013",38.8362243,-77.098603,1,"3031 S. Columbus St., Arlington County, Virginia,"
"510131030002",38.8362903,-77.0886454,6,"3292 S. Utah St, Arlington County, Virginia, 22206"
"510131029013",38.8362907,-77.0963086,1,"4800 31st St S, Arlington County, Virginia, 22206"
"510131030002",38.8363156,-77.0860878,1,"3236 32nd Road S, Arlington County, Virginia,"
"510131030002",38.8363173,-77.087333,1,"4319 32nd Road S, Arlington County, Virginia, 22206"
"510131030002",38.83635615,-77.08807411,1,"3233 S. Utah St., Arlington County, Virginia,"
"510131029013",38.8363616,-77.0976897,1,"4815 31st St S, Arlington County, Virginia, 22206"
"510131029013",38.8363638,-77.0975,1,"4811 31st St S, Arlington County, Virginia, 22206"
"510131030002",38.8364033,-77.0873994,1,"4323 32nd Rd S, Arlington County, Virginia,"
"510131030002",38.8364403,-77.0867327,3,"4231 32nd Rd S, Arlington County, Virginia,"
"510131029013",38.836442,-77.100003,2,"3004 S. COLUMBUS St, Arlington County, Virginia, 22206"
"510131029013",38.8364514,-77.0988125,1,"3047 S. Columbus St., Arlington County, Virginia,"
"510131029013",38.8364524,-77.1004238,1,"4908 30th St S, Arlington County, Virginia, 22206"
"510131030002",38.8364707,-77.0857753,1,"3224 S. Stafford St., Arlington County, Virginia,"
"510131030002",38.8364874,-77.0888707,1,"3278 S Utah St, Arlington County, Virginia, 22206"
"510131030002",38.8365727,-77.0878835,5,"3229 S. Utah St., Arlington County, Virginia,"
"510131030002",38.8365813,-77.0860665,1,"3234 S. Stafford St., Arlington County, Virginia,"
"510131030002",38.83662521,-77.08686587,1,"4206 S. 32nd St., Arlington County, Virginia,"
"510131030002",38.83667908,-77.08698231,1,"4220 S. 32nd St., Arlington County, Virginia,"
"510131030002",38.8366875,-77.0850125,2,"3207 S. Stafford St, Arlington County, Virginia,"
"510131030002",38.8366981,-77.0851423,1,"3201 S. Stafford ST, Arlington County, Virginia, 22206"
"510131030002",38.8367036,-77.0879691,2,"3223 S Utah St, Arlington County, Virginia, 22206"
"510131029021",38.8367261,-77.0950835,1,"4646 31st Road S, Arlington County, Virginia, 22206"
"510131030002",38.8367506,-77.085801,1,"3216 S. Stafford St., Arlington County, Virginia,"
"510131030002",38.836778,-77.0862243,2,"4217 32nd Road S, Arlington County, Virginia,"
"510131029013",38.836804,-77.0977256,1,"3060 S. Buchanan St.,, Arlington County, Virginia,"
"510131029013",38.8368112,-77.0983984,1,"3048 S. Buchanan Street, Arlington County, Virginia, 22206"
"510131030002",38.836825,-77.0856908,1,"3208 S. Stafford St, Arlington County, Virginia,"
"510131029021",38.8368527,-77.0938909,2,"4605 31st Road S, Arlington County, Virginia,"
"510131030002",38.8369009,-77.0885674,6,"3220 S. Utah St, Arlington County, Virginia, 22206"
"510131029013",38.8370102,-77.0995013,1,"3011 S Columbus St, Arlington County, Virginia, 22206"
NA,38.8370399,-77.1015686,1,"2970 S. Columbus St., Arlington County, Virginia,"
"510131029013",38.8370643,-77.0972077,1,"3073 S. Buchanan St., Arlington County, Virginia, 22206"
"510131029013",38.8371716,-77.0970973,1,"3069 S. Buchanan St., Arlington County, Virginia,"
"510131029013",38.8372492,-77.0997221,1,"4822 30th St S, Arlington County, Virginia, 22206"
"510131029013",38.8372592,-77.0964664,1,"4715 31st St S, Arlington County, Virginia, 22206"
"510131029021",38.8372761,-77.0951768,1,"4654 31st St S, Arlington County, Virginia, 22206"
"510131029013",38.8374102,-77.0993336,2,"4812 30th St S, Arlington County, Virginia, 22206"
"510131030002",38.8374373,-77.0850834,4,"3151 S. Stafford St, Arlington County, Virginia, 22206"
"510131029021",38.8374403,-77.0947343,1,"4640 31st St S, Arlington County, Virginia, 22206"
"510131029013",38.837496,-77.096637,1,"3078 S. Abingdon Street, Arlington County, Virginia, 22206"
"510131029013",38.8375378,-77.0979255,1,"2727 S. Buchanan Street, Arlington County, Virginia, 22206"
"510131029013",38.8375692,-77.0962316,1,"3082 S. Abingdon Street, Arlington County, Virginia, 22206"
"510131029013",38.837582,-77.096414,1,"3080 S. Abingdon St., Arlington County, Virginia,"
"510131029013",38.837658,-77.0982255,1,"3031 S. Buchanan St., Arlington County, Virginia, 22206"
"510131029013",38.837682,-77.097586,1,"3045 S. Buchanan St.,, Arlington County, Virginia,"
"510131029011",38.8376865,-77.1008393,1,"2979 S. COLUMBUS St., Arlington County, Virginia, 22206"
"510131029013",38.8377316,-77.0979988,1,"3035 S. Buchanan St.,, Arlington County, Virginia,"
"510131029013",38.8378025,-77.096893,1,"3074 S. Abingdon St., Arlington County, Virginia,"
"510131029011",38.8378191,-77.0997453,1,"4813 30th St S, Arlington County, Virginia, 22206"
"510131029022",38.837854,-77.094875,1,"3095 S. Woodrow St., Arlington County, Virginia, 22206"
"510131029013",38.8378667,-77.0985552,1,"3023 S. Buchanan St.,, Arlington County, Virginia,"
"510131029013",38.837872,-77.099094,1,"3000 S. Buchanan St., Arlington County, Virginia,"
"510131029011",38.8378981,-77.1012023,1,"2953 S Columbus Street, Arlington County, Virginia, 22206"
"510131029011",38.8379162,-77.1005405,1,"2973 S. Columbus St., Arlington County, Virginia,"
"510131029022",38.8379233,-77.0954977,1,"3082 S. Woodrow St., Arlington County, Virginia,"
"510131029013",38.8379249,-77.096708,1,"3061 S. BUCHANAN St., Arlington County, Virginia, 22206"
"510131029013",38.8379616,-77.0970856,1,"3058 S. Abingdon Street, Arlington County, Virginia, 22206"
"510131029013",38.8380582,-77.097443,1,"3052 S. ABINGDON ST., Arlington County, Virginia, 22206"
"510131029011",38.8381147,-77.101418,1,"2951 S. COLUMBUS St., Arlington County, Virginia, 22206"
"510131029011",38.838158,-77.0998928,1,"2930 S Buchanan St, Arlington County, Virginia,  22206"
"510131029011",38.8382087,-77.1007578,1,"2965 S. Columbus St., Arlington County, Virginia, 22206"
"510131029013",38.8382453,-77.0990029,1,"4722 30th St S, Arlington County, Virginia, 22206"
"510131029011",38.8382542,-77.1012146,1,"2945 S. Columbus St., Arlington County, Virginia, 22206"
"510131029013",38.8384047,-77.0973543,1,"3046 S. Abingdon Street, Arlington County, Virginia, 22207"
"510131029022",38.8384201,-77.0951736,1,"3067 S. Woodrow St., Arlington County, Virginia, 22206"
"510131029022",38.8384239,-77.096612,1,"3059 S. Abingdon St., Arlington County, Virginia, 22206"
"510131029013",38.8385623,-77.0986545,1,"4710 30th St S, Arlington County, Virginia, 22206"
"510131029022",38.838607,-77.096481,1,"4644 30th Road S,, Arlington County, Virginia,"
"510131029022",38.838667,-77.095685,1,"3054 S. Woodrow St.,, Arlington County, Virginia,"
"510131029022",38.8386866,-77.0964079,1,"4638 30th Road S,, Arlington County, Virginia,"
"510131029022",38.8387332,-77.0960309,1,"4604 30th Rd. S, Arlington County, Virginia,"
"510131029011",38.838872,-77.102213,1,"2913 S. Columbus St., Arlington County, Virginia, 22206"
"510131029011",38.8389782,-77.1004371,1,"2906 S. Buchanan St., Arlington County, Virginia, 22206"
"510131029011",38.8390434,-77.0993657,1,"4722  29th St S, Arlington County, Virginia, 22206"
"510131029022",38.83929051,-77.09612655,1,"4619 30th Road S,, Arlington County, Virginia,"
"510131029022",38.8393958,-77.0978818,3,"3005 S. Abingdon St,, Arlington County, Virginia,"
"510131029011",38.8394211,-77.0989916,1,"4706 29th St S, Arlington County, Virginia, 22206"
"510131029011",38.8395767,-77.1015358,1,"4815 29th St S, Arlington County, Virginia, 22206"
"510131029011",38.8396678,-77.1001564,1,"4727 29th St S, Arlington County, Virginia, 22206"
"510131029011",38.839713,-77.1008771,1,"4801 29th St S, Arlington County, Virginia, 22206"
"510131029011",38.8398888,-77.1004065,1,"2879 S. Buchanan St., Arlington County, Virginia,"
"510131029011",38.840062,-77.1032561,1,"2801 S. COLUMBUS St, Arlington County, Virginia, 22206"
"510131029011",38.8401247,-77.0999985,1,"2873 S. Buchanan St, Arlington County, Virginia,"
"510131029011",38.8402059,-77.1012394,1,"2852 S. Buchanan St., Arlington County, Virginia, 22206"
"510131029012",38.8403123,-77.1041953,19,"4821 S. 28th St., Arlington County, Virginia, 22206"
"510131029022",38.840386,-77.097853,1,"2891 S. Abingdon St., Arlington County, Virginia,"
"510131029022",38.840488,-77.097732,1,"2887 S. Abingdon Street, Arlington County, Virginia, 22206"
"510131029011",38.8405352,-77.1012089,1,"2848 S. Buchanan St, Arlington County, Virginia,"
"510131029012",38.8405653,-77.1058531,1,"2711 S. Walter Reed Drive, Arlington County, Virginia, 22206"
"510131029011",38.8405814,-77.0997003,1,"2852 S. Abingdon Street, Arlington County, Virginia, 22206"
"510131029022",38.840616,-77.098583,2,"2857 S. Abingdon, Arlington County, Virginia, 22206"
"510131029011",38.8407195,-77.10017,1,"2845 S. Buchanan St., Arlington County, Virginia,"
"510131029022",38.8407909,-77.0987455,1,"2855 S. Abingdon Street, Arlington County, Virginia, 22206"
"510131029011",38.8408027,-77.1003312,1,"2843 S. Buchanan Street, Arlington County, Virginia, 22206"
"510131029022",38.8408446,-77.0987071,1,"2867 S. Abingdon Street, Arlington County, Virginia, 22206"
"510131029011",38.8408515,-77.1008043,1,"2829 S. Buchanan St., Arlington County, Virginia, 22206"
"510131029012",38.8409306,-77.1061892,1,"2721 S Walter Reed Dr, Arlington County, Virginia, 22206"
"510131029011",38.8409307,-77.0999556,1,"2832 S. Abingdon St., Arlington County, Virginia, 22206"
"510131029012",38.8410056,-77.1058356,1,"2709 S. Walter Reed Drive, Arlington County, Virginia, 22206"
"510131029012",38.8412814,-77.1048288,3,"2659 S. Walter Reed Drive, Arlington County, Virginia, 22206"
"510131029012",38.8413079,-77.1058779,2,"2705 S. Walter Reed Drive, Arlington County, Virginia, 22206"
"510131029012",38.8413406,-77.1047337,3,"2657 S Walter Reed Dr, Arlington County, Virginia, 22206"
"510131029012",38.8413913,-77.1057385,4,"2701 S Walter Reed Dr, Arlington County, Virginia, 22206"
"510131029012",38.8413935,-77.1046383,1,"2655 S. Walter Reed Drive, Arlington County, Virginia, 22206"
"510131029012",38.8414053,-77.1057295,1,"2707 S Walter Reed Dr, Arlington County, Virginia,  22206"
"510131029012",38.84148381,-77.1063688,3,"2733 S Walter Reed Dr, Arlington County, Virginia, 22206"
"510131029012",38.8414857,-77.1063647,1,"2733 S Walter Reed Dr, Arlington County, Virginia,  22206"
"510131029012",38.84148674,-77.10636214,1,"2733 S Walter Reed Dr.,, Arlington County, Virginia,"
"510131029012",38.8415517,-77.1049625,1,"2661 S Walter Reed Dr., Arlington County, Virginia, 22206"
"510131029012",38.8417676,-77.105188,1,"2669 Walter Reed Drve, Arlington County, Virginia,"
NA,38.8418109,-77.106805,1,"4523 S Walter Reed Dr, Arlington County, Virginia, 22206"
"510131028022",38.8419405,-77.1067156,2,"2810 S. Walter Reed Dr., Arlington County, Virginia,"
"510131029012",38.8420504,-77.1043228,1,"2635 S Walter Reed Dr., Arlington County, Virginia, 22206"
"510131029012",38.8420538,-77.1045655,2,"2637 S Walter Reed Dr., Arlington County, Virginia, 22206"
"510131029012",38.8423366,-77.0999914,1,"2815 S. Abingdon St., Arlington County, Virginia,"
"510131029022",38.8424333,-77.0967807,2,"2852 S. Wakefield St., Arlington County, Virginia, 22206"
"510131029012",38.8424634,-77.1007304,1,"2721 S. Buchanan St., Arlington County, Virginia, 22206"
